train_no,train_name,station,average_delay_min,right_time_0_15,slight_delay_15_60,significant_delay_60+
12301,Rajdhani Express,"ASANSOL JN (ASN)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
12301,Rajdhani Express,"DHANBAD JN (DHN)
								
Avg. Delay: 2 Min's",2.0,1.0,0.0,0.0
12301,Rajdhani Express,"GAYA JN (GAYA)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
12301,Rajdhani Express,"HOWRAH JN (HWH)
								
Avg. Delay: 0 Min's",0.0,1.0,0.0,0.0
12301,Rajdhani Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 18 Min's",18.0,0.0,1.0,0.0
12301,Rajdhani Express,"NEW DELHI (NDLS)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
12301,Rajdhani Express,"PARASNATH (PNME)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
12301,Rajdhani Express,"PRAYAGRAJ JN (PRYJ)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
12301,Rajdhani Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12302,Rajdhani Express,"ASANSOL JN (ASN)
								
Avg. Delay: 34 Min's",34.0,0.0,1.0,0.0
12302,Rajdhani Express,"DHANBAD JN (DHN)
								
Avg. Delay: 21 Min's",21.0,0.0,1.0,0.0
12302,Rajdhani Express,"GAYA JN (GAYA)
								
Avg. Delay: 22 Min's",22.0,0.0,1.0,0.0
12302,Rajdhani Express,"HOWRAH JN (HWH)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12302,Rajdhani Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 21 Min's",21.0,0.0,1.0,0.0
12302,Rajdhani Express,"NEW DELHI (NDLS)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12302,Rajdhani Express,"PARASNATH (PNME)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
12302,Rajdhani Express,"PRAYAGRAJ JN (PRYJ)
								
Avg. Delay: 19 Min's",19.0,0.0,1.0,0.0
12302,Rajdhani Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"ACHHNERA JN (AH)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"AGRA FORT (AF)
								
Avg. Delay: 32 Min's",32.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"ANUGRAHA N ROAD (AUBR)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"ASANSOL JN (ASN)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 18 Min's",18.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"BHABUA ROAD (BBU)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"BHARATPUR JN (BTE)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"DEGANA JN (DNA)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"DEHRI ON SONE (DOS)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"DHANBAD JN (DHN)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"ETAWAH (ETW)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"FATEHPUR (FTP)
								
Avg. Delay: 21 Min's",21.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"GAYA JN (GAYA)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"HOWRAH JN (HWH)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"JAIPUR (JP)
								
Avg. Delay: 23 Min's",23.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"JODHPUR JN (JU)
								
Avg. Delay: -12 Min's",-12.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"KODERMA (KQR)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"KUCHAMAN CITY (KMNC)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"MAKRANA JN (MKN)
								
Avg. Delay: 18 Min's",18.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"MERTA ROAD JN (MTD)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"MIRZAPUR (MZP)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"NAWA CITY (NAC)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
12307,Howrah Jodhpur Express,"PARASNATH (PNME)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"PRAYAGRAJ JN (PRYJ)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"RAFIGANJ (RFJ)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"SASARAM (SSM)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
12307,Howrah Jodhpur Express,"TUNDLA JN (TDL)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"ACHHNERA JN (AH)
								
Avg. Delay: 27 Min's",27.0,0.0,1.0,0.0
12308,Jodhpur Howrah Express,"AGRA FORT (AF)
								
Avg. Delay: 29 Min's",29.0,0.0,1.0,0.0
12308,Jodhpur Howrah Express,"ANUGRAHA N ROAD (AUBR)
								
Avg. Delay: 99 Min's",99.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"ASANSOL JN (ASN)
								
Avg. Delay: 99 Min's",99.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 95 Min's",95.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"BHABUA ROAD (BBU)
								
Avg. Delay: 96 Min's",96.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"BHARATPUR JN (BTE)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"DEGANA JN (DNA)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"DEHRI ON SONE (DOS)
								
Avg. Delay: 100 Min's",100.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"DHANBAD JN (DHN)
								
Avg. Delay: 100 Min's",100.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"ETAWAH (ETW)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
12308,Jodhpur Howrah Express,"FATEHPUR (FTP)
								
Avg. Delay: 38 Min's",38.0,0.0,1.0,0.0
12308,Jodhpur Howrah Express,"GAYA JN (GAYA)
								
Avg. Delay: 104 Min's",104.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"HOWRAH JN (HWH)
								
Avg. Delay: 63 Min's",63.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"JAIPUR (JP)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"JODHPUR JN (JU)
								
Avg. Delay: 6 Min's",6.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
12308,Jodhpur Howrah Express,"KODERMA (KQR)
								
Avg. Delay: 103 Min's",103.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"KUCHAMAN CITY (KMNC)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"MAKRANA JN (MKN)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"MERTA ROAD JN (MTD)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"MIRZAPUR (MZP)
								
Avg. Delay: 101 Min's",101.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"NAWA CITY (NAC)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
12308,Jodhpur Howrah Express,"PARASNATH (PNME)
								
Avg. Delay: 120 Min's",120.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"PRAYAGRAJ JN (PRYJ)
								
Avg. Delay: 67 Min's",67.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 94 Min's",94.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"RAFIGANJ (RFJ)
								
Avg. Delay: 110 Min's",110.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"SASARAM (SSM)
								
Avg. Delay: 101 Min's",101.0,0.0,0.0,1.0
12308,Jodhpur Howrah Express,"TUNDLA JN (TDL)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"ASANSOL JN (ASN)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"DHANBAD JN (DHN)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"DURGAPUR (DGR)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"GAYA JN (GAYA)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"NEW DELHI (NDLS)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
12313,Sealdah Rajdhani Express,"SEALDAH (SDAH)
								
Avg. Delay: 0 Min's",0.0,1.0,0.0,0.0
12314,Sealdah Rajdhani Express,"ASANSOL JN (ASN)
								
Avg. Delay: 24 Min's",24.0,0.0,1.0,0.0
12314,Sealdah Rajdhani Express,"DHANBAD JN (DHN)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
12314,Sealdah Rajdhani Express,"DURGAPUR (DGR)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
12314,Sealdah Rajdhani Express,"GAYA JN (GAYA)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12314,Sealdah Rajdhani Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12314,Sealdah Rajdhani Express,"NEW DELHI (NDLS)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12314,Sealdah Rajdhani Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
12314,Sealdah Rajdhani Express,"SEALDAH (SDAH)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"ANAND VIHAR TRM (ANVT)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
12329,West Bengal Sampark Kranti Express,"ASANSOL JN (ASN)
								
Avg. Delay: 6 Min's",6.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"DHANBAD JN (DHN)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"DURGAPUR (DGR)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"GAYA JN (GAYA)
								
Avg. Delay: 3 Min's",3.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 12 Min's",12.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 5 Min's",5.0,1.0,0.0,0.0
12329,West Bengal Sampark Kranti Express,"SEALDAH (SDAH)
								
Avg. Delay: 0 Min's",0.0,1.0,0.0,0.0
12330,West Bengal Sampark Kranti Express,"ANAND VIHAR TRM (ANVT)
								
Avg. Delay: 2 Min's",2.0,1.0,0.0,0.0
12330,West Bengal Sampark Kranti Express,"ASANSOL JN (ASN)
								
Avg. Delay: 27 Min's",27.0,0.0,1.0,0.0
12330,West Bengal Sampark Kranti Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
12330,West Bengal Sampark Kranti Express,"DHANBAD JN (DHN)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12330,West Bengal Sampark Kranti Express,"DURGAPUR (DGR)
								
Avg. Delay: 50 Min's",50.0,0.0,1.0,0.0
12330,West Bengal Sampark Kranti Express,"GAYA JN (GAYA)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12330,West Bengal Sampark Kranti Express,"KANPUR CENTRAL (CNB)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
12330,West Bengal Sampark Kranti Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 4 Min's",4.0,1.0,0.0,0.0
12330,West Bengal Sampark Kranti Express,"SEALDAH (SDAH)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12333,Vibhuti Express,"ARA (ARA)
								
Avg. Delay: 122 Min's",122.0,0.0,0.0,1.0
12333,Vibhuti Express,"ASANSOL JN (ASN)
								
Avg. Delay: 45 Min's",45.0,0.0,1.0,0.0
12333,Vibhuti Express,"BAKHTIYARPUR JN (BKP)
								
Avg. Delay: 87 Min's",87.0,0.0,0.0,1.0
12333,Vibhuti Express,"BANARAS (BSBS)
								
Avg. Delay: 87 Min's",87.0,0.0,0.0,1.0
12333,Vibhuti Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 43 Min's",43.0,0.0,1.0,0.0
12333,Vibhuti Express,"BARH (BARH)
								
Avg. Delay: 83 Min's",83.0,0.0,0.0,1.0
12333,Vibhuti Express,"BIHIYA (BEA)
								
Avg. Delay: 125 Min's",125.0,0.0,0.0,1.0
12333,Vibhuti Express,"BIHTA (BTA)
								
Avg. Delay: 114 Min's",114.0,0.0,0.0,1.0
12333,Vibhuti Express,"BUXAR (BXR)
								
Avg. Delay: 133 Min's",133.0,0.0,0.0,1.0
12333,Vibhuti Express,"CHAUSA (CSA)
								
Avg. Delay: 136 Min's",136.0,0.0,0.0,1.0
12333,Vibhuti Express,"CHITTARANJAN (CRJ)
								
Avg. Delay: 51 Min's",51.0,0.0,1.0,0.0
12333,Vibhuti Express,"DANAPUR (DNR)
								
Avg. Delay: 110 Min's",110.0,0.0,0.0,1.0
12333,Vibhuti Express,"DILDARNAGAR JN (DLN)
								
Avg. Delay: 139 Min's",139.0,0.0,0.0,1.0
12333,Vibhuti Express,"DUMRAON (DURE)
								
Avg. Delay: 131 Min's",131.0,0.0,0.0,1.0
12333,Vibhuti Express,"DURGAPUR (DGR)
								
Avg. Delay: 35 Min's",35.0,0.0,1.0,0.0
12333,Vibhuti Express,"FATUHA JN (FUT)
								
Avg. Delay: 95 Min's",95.0,0.0,0.0,1.0
12333,Vibhuti Express,"GAHMAR (GMR)
								
Avg. Delay: 137 Min's",137.0,0.0,0.0,1.0
12333,Vibhuti Express,"GYANPUR ROAD (GYN)
								
Avg. Delay: 90 Min's",90.0,0.0,0.0,1.0
12333,Vibhuti Express,"HOWRAH JN (HWH)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
12333,Vibhuti Express,"JAMTARA (JMT)
								
Avg. Delay: 53 Min's",53.0,0.0,1.0,0.0
12333,Vibhuti Express,"JASIDIH JN (JSME)
								
Avg. Delay: 63 Min's",63.0,0.0,0.0,1.0
12333,Vibhuti Express,"JHAJHA (JAJ)
								
Avg. Delay: 44 Min's",44.0,0.0,1.0,0.0
12333,Vibhuti Express,"KASHI (KEI)
								
Avg. Delay: 93 Min's",93.0,0.0,0.0,1.0
12333,Vibhuti Express,"KIUL JN (KIUL)
								
Avg. Delay: 61 Min's",61.0,0.0,0.0,1.0
12333,Vibhuti Express,"MADHUPUR JN (MDP)
								
Avg. Delay: 61 Min's",61.0,0.0,0.0,1.0
12333,Vibhuti Express,"MOKAMEH JN (MKA)
								
Avg. Delay: 79 Min's",79.0,0.0,0.0,1.0
12333,Vibhuti Express,"PANAGARH (PAN)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
12333,Vibhuti Express,"PATNA JN (PNBE)
								
Avg. Delay: 102 Min's",102.0,0.0,0.0,1.0
12333,Vibhuti Express,"PRAYAGRAJ RAMBAGH (PRRB)
								
Avg. Delay: 63 Min's",63.0,0.0,0.0,1.0
12333,Vibhuti Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 92 Min's",92.0,0.0,0.0,1.0
12333,Vibhuti Express,"RAGHUNATHPUR (RPR)
								
Avg. Delay: 128 Min's",128.0,0.0,0.0,1.0
12333,Vibhuti Express,"VARANASI JN (BSB)
								
Avg. Delay: 79 Min's",79.0,0.0,0.0,1.0
12333,Vibhuti Express,"ZAMANIA (ZNA)
								
Avg. Delay: 142 Min's",142.0,0.0,0.0,1.0
12334,Vibhuti Express,"ARA (ARA)
								
Avg. Delay: 91 Min's",91.0,0.0,0.0,1.0
12334,Vibhuti Express,"ASANSOL JN (ASN)
								
Avg. Delay: 161 Min's",161.0,0.0,0.0,1.0
12334,Vibhuti Express,"BAKHTIYARPUR JN (BKP)
								
Avg. Delay: 122 Min's",122.0,0.0,0.0,1.0
12334,Vibhuti Express,"BANARAS (BSBS)
								
Avg. Delay: 48 Min's",48.0,0.0,1.0,0.0
12334,Vibhuti Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 172 Min's",172.0,0.0,0.0,1.0
12334,Vibhuti Express,"BARH (BARH)
								
Avg. Delay: 127 Min's",127.0,0.0,0.0,1.0
12334,Vibhuti Express,"BIHIYA (BEA)
								
Avg. Delay: 87 Min's",87.0,0.0,0.0,1.0
12334,Vibhuti Express,"BIHTA (BTA)
								
Avg. Delay: 98 Min's",98.0,0.0,0.0,1.0
12334,Vibhuti Express,"BUXAR (BXR)
								
Avg. Delay: 79 Min's",79.0,0.0,0.0,1.0
12334,Vibhuti Express,"CHAUSA (CSA)
								
Avg. Delay: 81 Min's",81.0,0.0,0.0,1.0
12334,Vibhuti Express,"CHITTARANJAN (CRJ)
								
Avg. Delay: 141 Min's",141.0,0.0,0.0,1.0
12334,Vibhuti Express,"DANAPUR (DNR)
								
Avg. Delay: 99 Min's",99.0,0.0,0.0,1.0
12334,Vibhuti Express,"DILDARNAGAR JN (DLN)
								
Avg. Delay: 74 Min's",74.0,0.0,0.0,1.0
12334,Vibhuti Express,"DUMRAON (DURE)
								
Avg. Delay: 83 Min's",83.0,0.0,0.0,1.0
12334,Vibhuti Express,"DURGAPUR (DGR)
								
Avg. Delay: 174 Min's",174.0,0.0,0.0,1.0
12334,Vibhuti Express,"FATUHA JN (FUT)
								
Avg. Delay: 114 Min's",114.0,0.0,0.0,1.0
12334,Vibhuti Express,"GAHMAR (GMR)
								
Avg. Delay: 79 Min's",79.0,0.0,0.0,1.0
12334,Vibhuti Express,"GYANPUR ROAD (GYN)
								
Avg. Delay: 51 Min's",51.0,0.0,1.0,0.0
12334,Vibhuti Express,"HOWRAH JN (HWH)
								
Avg. Delay: 159 Min's",159.0,0.0,0.0,1.0
12334,Vibhuti Express,"JAMTARA (JMT)
								
Avg. Delay: 140 Min's",140.0,0.0,0.0,1.0
12334,Vibhuti Express,"JASIDIH JN (JSME)
								
Avg. Delay: 133 Min's",133.0,0.0,0.0,1.0
12334,Vibhuti Express,"JHAJHA (JAJ)
								
Avg. Delay: 119 Min's",119.0,0.0,0.0,1.0
12334,Vibhuti Express,"KASHI (KEI)
								
Avg. Delay: 57 Min's",57.0,0.0,1.0,0.0
12334,Vibhuti Express,"KIUL JN (KIUL)
								
Avg. Delay: 150 Min's",150.0,0.0,0.0,1.0
12334,Vibhuti Express,"MADHUPUR JN (MDP)
								
Avg. Delay: 136 Min's",136.0,0.0,0.0,1.0
12334,Vibhuti Express,"MOKAMEH JN (MKA)
								
Avg. Delay: 131 Min's",131.0,0.0,0.0,1.0
12334,Vibhuti Express,"PANAGARH (PAN)
								
Avg. Delay: 177 Min's",177.0,0.0,0.0,1.0
12334,Vibhuti Express,"PATNA JN (PNBE)
								
Avg. Delay: 99 Min's",99.0,0.0,0.0,1.0
12334,Vibhuti Express,"PRAYAGRAJ RAMBAGH (PRRB)
								
Avg. Delay: 51 Min's",51.0,0.0,1.0,0.0
12334,Vibhuti Express,"PT DEEN DAYAL UPADHYAY JN (DDU)
								
Avg. Delay: 60 Min's",60.0,0.0,1.0,0.0
12334,Vibhuti Express,"RAGHUNATHPUR (RPR)
								
Avg. Delay: 86 Min's",86.0,0.0,0.0,1.0
12334,Vibhuti Express,"VARANASI JN (BSB)
								
Avg. Delay: 52 Min's",52.0,0.0,1.0,0.0
12334,Vibhuti Express,"ZAMANIA (ZNA)
								
Avg. Delay: 71 Min's",71.0,0.0,0.0,1.0
12339,Coalfield Express,"ANDAL JN (UDL)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
12339,Coalfield Express,"ASANSOL JN (ASN)
								
Avg. Delay: 22 Min's",22.0,0.0,1.0,0.0
12339,Coalfield Express,"BARAKAR (BRR)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
12339,Coalfield Express,"DHANBAD JN (DHN)
								
Avg. Delay: -8 Min's",-8.0,1.0,0.0,0.0
12339,Coalfield Express,"DURGAPUR (DGR)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12339,Coalfield Express,"HOWRAH JN (HWH)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
12339,Coalfield Express,"KULTI (ULT)
								
Avg. Delay: 27 Min's",27.0,0.0,1.0,0.0
12339,Coalfield Express,"KUMARDUBI (KMME)
								
Avg. Delay: 30 Min's",30.0,0.0,1.0,0.0
12339,Coalfield Express,"MANKAR (MNAE)
								
Avg. Delay: 7 Min's",7.0,1.0,0.0,0.0
12339,Coalfield Express,"PANAGARH (PAN)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12339,Coalfield Express,"RANIGANJ (RNG)
								
Avg. Delay: 17 Min's",17.0,0.0,1.0,0.0
12339,Coalfield Express,"SITARAMPUR (STN)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
12339,Coalfield Express,"WARIA (OYR)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12340,Coalfield Express,"ANDAL JN (UDL)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
12340,Coalfield Express,"ASANSOL JN (ASN)
								
Avg. Delay: 14 Min's",14.0,1.0,0.0,0.0
12340,Coalfield Express,"BARAKAR (BRR)
								
Avg. Delay: 10 Min's",10.0,1.0,0.0,0.0
12340,Coalfield Express,"DHANBAD JN (DHN)
								
Avg. Delay: 1 Min's",1.0,1.0,0.0,0.0
12340,Coalfield Express,"DURGAPUR (DGR)
								
Avg. Delay: 23 Min's",23.0,0.0,1.0,0.0
12340,Coalfield Express,"HOWRAH JN (HWH)
								
Avg. Delay: 8 Min's",8.0,1.0,0.0,0.0
12340,Coalfield Express,"KULTI (ULT)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12340,Coalfield Express,"KUMARDUBI (KMME)
								
Avg. Delay: 9 Min's",9.0,1.0,0.0,0.0
12340,Coalfield Express,"MANKAR (MNAE)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
12340,Coalfield Express,"PANAGARH (PAN)
								
Avg. Delay: 26 Min's",26.0,0.0,1.0,0.0
12340,Coalfield Express,"RANIGANJ (RNG)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
12340,Coalfield Express,"SITARAMPUR (STN)
								
Avg. Delay: 13 Min's",13.0,1.0,0.0,0.0
12340,Coalfield Express,"WARIA (OYR)
								
Avg. Delay: 22 Min's",22.0,0.0,1.0,0.0
12345,Saraighat Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
12345,Saraighat Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 31 Min's",31.0,0.0,1.0,0.0
12345,Saraighat Express,"DHUPGURI (DQG)
								
Avg. Delay: 23 Min's",23.0,0.0,1.0,0.0
12345,Saraighat Express,"FALAKATA (FLK)
								
Avg. Delay: 21 Min's",21.0,0.0,1.0,0.0
12345,Saraighat Express,"GUWAHATI (GHY)
								
Avg. Delay: 15 Min's",15.0,1.0,0.0,0.0
12345,Saraighat Express,"HOWRAH JN (HWH)
								
Avg. Delay: 2 Min's",2.0,1.0,0.0,0.0
12345,Saraighat Express,"KAMAKHYA (KYQ)
								
Avg. Delay: 16 Min's",16.0,0.0,1.0,0.0
12345,Saraighat Express,"KISHANGANJ (KNE)
								
Avg. Delay: 34 Min's",34.0,0.0,1.0,0.0
12345,Saraighat Express,"MALDA TOWN (MLDT)
								
Avg. Delay: 11 Min's",11.0,1.0,0.0,0.0
12345,Saraighat Express,"NEW ALIPURDAUR (NOQ)
								
Avg. Delay: 36 Min's",36.0,0.0,1.0,0.0
12345,Saraighat Express,"NEW BONGAIGAON (NBQ)
								
Avg. Delay: 33 Min's",33.0,0.0,1.0,0.0
12345,Saraighat Express,"NEW COOCH BEHAR (NCB)
								
Avg. Delay: 28 Min's",28.0,0.0,1.0,0.0
12345,Saraighat Express,"NEW FARAKKA JN (NFK)
								
Avg. Delay: 21 Min's",21.0,0.0,1.0,0.0
12345,Saraighat Express,"NEW JALPAIGURI (NJP)
								
Avg. Delay: 20 Min's",20.0,0.0,1.0,0.0
12345,Saraighat Express,"RAMPUR HAT (RPH)
								
Avg. Delay: 37 Min's",37.0,0.0,1.0,0.0
12345,Saraighat Express,"SAINTHIA (SNT)
								
Avg. Delay: 38 Min's",38.0,0.0,1.0,0.0
12346,Saraighat Express,"BARDDHAMAN JN (BWN)
								
Avg. Delay: 51 Min's",51.0,0.0,1.0,0.0
12346,Saraighat Express,"BOLPUR S NIKTN (BHP)
								
Avg. Delay: 50 Min's",50.0,0.0,1.0,0.0
12346,Saraighat Express,"DHUPGURI (DQG)
								
Avg. Delay: 36 Min's",36.0,0.0,1.0,0.0
12346,Saraighat Express,"FALAKATA (FLK)
								
Avg. Delay: 39 Min's",39.0,0.0,1.0,0.0
12346,Saraighat Express,"GUWAHATI (GHY)
								
Avg. Delay: 2 Min's",2.0,1.0,0.0,0.0
